,open,close,high,low,value,volume,timestamp,segment,target
1925,262.16,262.19,262.2,262.15,2207577.999999999,8420.0,2023-10-12 15:00:00,2023-10-12,262.19
1926,262.2,262.19,262.21,262.18,946518.1000000001,3610.0,2023-10-12 15:01:00,2023-10-12,262.19
1927,262.19,262.16,262.19,262.16,1963712.7000000002,7490.0,2023-10-12 15:02:00,2023-10-12,262.16
1928,262.18,262.17,262.18,262.16,427349.3,1630.0,2023-10-12 15:03:00,2023-10-12,262.17
1929,262.17,262.24,262.24,262.16,1043459.0999999999,3980.0,2023-10-12 15:04:00,2023-10-12,262.24
1930,262.19,262.15,262.22,262.15,2548160.9,9720.0,2023-10-12 15:05:00,2023-10-12,262.15
1931,262.16,262.2,262.23,262.15,1476034.6,5630.0,2023-10-12 15:06:00,2023-10-12,262.2
1932,262.17,262.22,262.23,262.15,697397.7,2660.0,2023-10-12 15:07:00,2023-10-12,262.22
1933,262.2,262.18,262.22,262.18,506042.99999999994,1930.0,2023-10-12 15:08:00,2023-10-12,262.18
1934,262.19,262.2,262.22,262.15,1326589.4,5060.0,2023-10-12 15:09:00,2023-10-12,262.2
1935,262.21,262.27,262.27,262.2,3175792.8000000007,12110.0,2023-10-12 15:10:00,2023-10-12,262.27
1936,262.26,262.28,262.29,262.26,2997743.9,11430.0,2023-10-12 15:11:00,2023-10-12,262.28
1937,262.29,262.17,262.29,262.15,13958453.799999997,53240.0,2023-10-12 15:12:00,2023-10-12,262.17
1938,262.16,262.16,262.19,262.16,579388.3999999999,2210.0,2023-10-12 15:13:00,2023-10-12,262.16
1939,262.18,262.15,262.19,262.15,5714973.6,21800.0,2023-10-12 15:14:00,2023-10-12,262.15
1940,262.15,261.73,262.16,261.73,28365957.90000001,108290.0,2023-10-12 15:15:00,2023-10-12,261.73
1941,261.77,261.75,261.85,261.68,4072823.599999998,15560.0,2023-10-12 15:16:00,2023-10-12,261.75
1942,261.75,261.86,261.89,261.75,4987708.100000002,19050.0,2023-10-12 15:17:00,2023-10-12,261.86
1943,261.86,261.94,261.95,261.86,2430656.8,9280.0,2023-10-12 15:18:00,2023-10-12,261.94
1944,261.95,262.16,262.16,261.94,5371766.699999999,20500.0,2023-10-12 15:19:00,2023-10-12,262.16
1945,262.16,262.22,262.22,262.15,1578382.3000000005,6020.0,2023-10-12 15:20:00,2023-10-12,262.22
1946,262.22,262.29,262.29,262.22,3152690.8999999985,12020.0,2023-10-12 15:21:00,2023-10-12,262.29
1947,262.29,262.32,262.33,262.26,2266298.4999999995,8640.0,2023-10-12 15:22:00,2023-10-12,262.32
1948,262.33,262.32,262.33,262.32,2762294.900000001,10530.0,2023-10-12 15:23:00,2023-10-12,262.32
1949,262.33,262.25,262.33,262.25,8220087.2,31340.0,2023-10-12 15:24:00,2023-10-12,262.25
1950,262.25,262.33,262.33,262.25,3383834.9,12900.0,2023-10-12 15:25:00,2023-10-12,262.33
1951,262.32,262.29,262.34,262.28,2436931.8,9290.0,2023-10-12 15:26:00,2023-10-12,262.29
1952,262.29,262.3,262.3,262.25,3265387.1,12450.0,2023-10-12 15:27:00,2023-10-12,262.3
1953,262.3,262.35,262.35,262.3,1461251.0000000002,5570.0,2023-10-12 15:28:00,2023-10-12,262.35
1954,262.35,262.5,262.5,262.34,34046592.499999985,129720.0,2023-10-12 15:29:00,2023-10-12,262.5
1955,262.49,262.4,262.5,262.37,16178602.3,61640.0,2023-10-12 15:30:00,2023-10-12,262.4
1956,262.4,262.47,262.47,262.4,1464444.1,5580.0,2023-10-12 15:31:00,2023-10-12,262.47
1957,262.47,262.46,262.47,262.45,3390962.700000001,12920.0,2023-10-12 15:32:00,2023-10-12,262.46
1958,262.45,262.47,262.47,262.45,2600985.900000001,9910.0,2023-10-12 15:33:00,2023-10-12,262.47
1959,262.47,262.46,262.47,262.45,3406686.0,12980.0,2023-10-12 15:34:00,2023-10-12,262.46
1960,262.46,262.46,262.46,262.45,803118.2000000002,3060.0,2023-10-12 15:35:00,2023-10-12,262.46
1961,262.46,262.4,262.46,262.22,6698818.000000001,25540.0,2023-10-12 15:36:00,2023-10-12,262.4
1962,262.39,262.36,262.43,262.36,1503539.0999999999,5730.0,2023-10-12 15:37:00,2023-10-12,262.36
1963,262.36,262.23,262.37,262.22,1413788.5,5390.0,2023-10-12 15:38:00,2023-10-12,262.23
1964,262.23,262.19,262.23,262.15,2294083.699999999,8750.0,2023-10-12 15:39:00,2023-10-12,262.19
1965,262.19,262.2,262.2,262.19,1316222.4000000001,5020.0,2023-10-12 15:40:00,2023-10-12,262.2
1966,262.2,262.18,262.2,262.16,2110533.1999999997,8050.0,2023-10-12 15:41:00,2023-10-12,262.18
1967,262.16,262.17,262.18,262.15,865183.4999999999,3300.0,2023-10-12 15:42:00,2023-10-12,262.17
1968,262.17,262.15,262.18,262.15,935940.6999999998,3570.0,2023-10-12 15:43:00,2023-10-12,262.15
1969,262.15,262.05,262.15,262.0,10694568.700000001,40810.0,2023-10-12 15:44:00,2023-10-12,262.05
1970,262.05,262.07,262.08,262.03,2822322.3000000003,10770.0,2023-10-12 15:45:00,2023-10-12,262.07
1971,262.07,262.05,262.07,262.03,385217.69999999995,1470.0,2023-10-12 15:46:00,2023-10-12,262.05
1972,262.05,262.05,262.06,262.03,2712197.0000000005,10350.0,2023-10-12 15:47:00,2023-10-12,262.05
1973,262.05,262.1,262.1,262.0,5479757.6000000015,20910.0,2023-10-12 15:48:00,2023-10-12,262.1
1974,262.09,262.26,262.26,262.09,4218427.8,16090.0,2023-10-12 15:49:00,2023-10-12,262.26
1975,262.25,262.34,262.35,262.25,4021599.8999999994,15330.0,2023-10-12 15:50:00,2023-10-12,262.34
1976,262.35,262.43,262.43,262.32,5596183.7,21330.0,2023-10-12 15:51:00,2023-10-12,262.43
1977,262.43,262.45,262.45,262.37,4414007.199999998,16820.0,2023-10-12 15:52:00,2023-10-12,262.45
1978,262.45,262.49,262.5,262.44,9654302.8,36780.0,2023-10-12 15:53:00,2023-10-12,262.49
1979,262.48,262.5,262.5,262.48,17492965.6,66640.0,2023-10-12 15:54:00,2023-10-12,262.5
1980,262.49,262.43,262.5,262.42,1968506.1999999997,7500.0,2023-10-12 15:55:00,2023-10-12,262.43
1981,262.44,262.27,262.44,262.25,9373784.299999999,35730.0,2023-10-12 15:56:00,2023-10-12,262.27
1982,262.3,262.39,262.39,262.3,1776191.7,6770.0,2023-10-12 15:57:00,2023-10-12,262.39
1983,262.39,262.4,262.4,262.37,816022.1000000001,3110.0,2023-10-12 15:58:00,2023-10-12,262.4
1984,262.39,262.45,262.48,262.39,2760708.3000000003,10520.0,2023-10-12 15:59:00,2023-10-12,262.45
1985,262.46,262.33,262.47,262.28,5142893.299999999,19600.0,2023-10-12 16:00:00,2023-10-12,262.33
1986,262.33,262.34,262.39,262.33,829028.3,3160.0,2023-10-12 16:01:00,2023-10-12,262.34
1987,262.34,262.31,262.34,262.26,865661.9,3300.0,2023-10-12 16:02:00,2023-10-12,262.31
1988,262.31,262.14,262.32,262.14,10815415.0,41240.0,2023-10-12 16:03:00,2023-10-12,262.14
1989,262.16,262.07,262.16,262.07,4587065.1,17500.0,2023-10-12 16:04:00,2023-10-12,262.07
1990,262.12,262.19,262.2,262.09,1276685.1999999997,4870.0,2023-10-12 16:05:00,2023-10-12,262.19
1991,262.2,262.17,262.2,262.17,6203588.200000004,23660.0,2023-10-12 16:06:00,2023-10-12,262.17
1992,262.17,262.2,262.2,262.17,1190343.1000000003,4540.0,2023-10-12 16:07:00,2023-10-12,262.2
1993,262.2,262.19,262.2,262.19,1300489.8000000003,4960.0,2023-10-12 16:08:00,2023-10-12,262.19
1994,262.19,262.2,262.2,262.19,4024757.0,15350.0,2023-10-12 16:09:00,2023-10-12,262.2
1995,262.19,262.19,262.19,262.18,2994206.699999999,11420.0,2023-10-12 16:10:00,2023-10-12,262.19
1996,262.19,262.18,262.19,262.17,4409884.799999999,16820.0,2023-10-12 16:11:00,2023-10-12,262.18
1997,262.19,262.5,262.5,262.18,43828014.500000015,167060.0,2023-10-12 16:12:00,2023-10-12,262.5
1998,262.5,263.1,263.16,262.5,170005932.99999988,646750.0,2023-10-12 16:13:00,2023-10-12,263.1
1999,263.1,263.0,263.11,262.99,11386142.300000008,43290.0,2023-10-12 16:14:00,2023-10-12,263.0
2000,262.99,262.99,263.0,262.99,5883110.4,22370.0,2023-10-12 16:15:00,2023-10-12,262.99
2001,263.0,262.99,263.0,262.98,8789170.400000002,33420.0,2023-10-12 16:16:00,2023-10-12,262.99
2002,262.99,262.91,263.0,262.88,18822014.7,71580.0,2023-10-12 16:17:00,2023-10-12,262.91
2003,262.91,262.87,262.91,262.86,10985570.2,41790.0,2023-10-12 16:18:00,2023-10-12,262.87
2004,262.86,262.72,262.86,262.71,10165088.400000002,38680.0,2023-10-12 16:19:00,2023-10-12,262.72
2005,262.74,262.73,262.76,262.7,5094232.8,19390.0,2023-10-12 16:20:00,2023-10-12,262.73
2006,262.73,262.74,262.8,262.68,13275636.4,50530.0,2023-10-12 16:21:00,2023-10-12,262.74
2007,262.79,262.8,262.81,262.76,2454549.0,9340.0,2023-10-12 16:22:00,2023-10-12,262.8
2008,262.8,262.89,262.9,262.79,3716855.2999999993,14140.0,2023-10-12 16:23:00,2023-10-12,262.89
2009,262.89,262.93,262.94,262.89,3291662.7999999984,12520.0,2023-10-12 16:24:00,2023-10-12,262.93
2010,262.93,262.92,262.94,262.9,2663448.8,10130.0,2023-10-12 16:25:00,2023-10-12,262.92
2011,262.9,262.89,262.94,262.86,3110151.8000000003,11830.0,2023-10-12 16:26:00,2023-10-12,262.89
2012,262.89,262.84,262.89,262.8,3585136.4999999995,13640.0,2023-10-12 16:27:00,2023-10-12,262.84
2013,262.84,263.1,263.1,262.83,22548186.300000004,85750.0,2023-10-12 16:28:00,2023-10-12,263.1
2014,263.1,263.19,263.23,263.09,28677058.200000003,108960.0,2023-10-12 16:29:00,2023-10-12,263.19
2015,263.2,263.42,263.49,263.19,48373166.5,183690.0,2023-10-12 16:30:00,2023-10-12,263.42
2016,263.48,263.47,263.5,263.44,18559458.99999999,70440.0,2023-10-12 16:31:00,2023-10-12,263.47
2017,263.47,263.39,263.47,263.38,12514489.900000004,47510.0,2023-10-12 16:32:00,2023-10-12,263.39
2018,263.39,263.43,263.43,263.37,11092005.9,42110.0,2023-10-12 16:33:00,2023-10-12,263.43
2019,263.43,263.43,263.48,263.38,16165625.4,61360.0,2023-10-12 16:34:00,2023-10-12,263.43
2020,263.45,263.66,263.7,263.45,46315034.69999998,175710.0,2023-10-12 16:35:00,2023-10-12,263.66
2021,263.66,264.35,264.4,263.66,161454875.30000016,611540.0,2023-10-12 16:36:00,2023-10-12,264.35
2022,264.34,264.35,264.36,264.13,31751599.800000004,120160.0,2023-10-12 16:37:00,2023-10-12,264.35
2023,264.34,264.21,264.37,264.21,20875010.5,78970.0,2023-10-12 16:38:00,2023-10-12,264.21
2024,264.22,264.14,264.3,264.12,11249977.7,42580.0,2023-10-12 16:39:00,2023-10-12,264.14
2025,264.14,264.14,264.26,264.13,18017046.100000005,68190.0,2023-10-12 16:40:00,2023-10-12,264.14
2026,264.14,264.16,264.2,264.14,7336283.6,27770.0,2023-10-12 16:41:00,2023-10-12,264.16
2027,264.16,264.11,264.18,264.1,14907436.899999999,56440.0,2023-10-12 16:42:00,2023-10-12,264.11
2028,264.11,263.92,264.12,263.87,33438162.0,126650.0,2023-10-12 16:43:00,2023-10-12,263.92
2029,263.92,264.0,264.04,263.85,16526421.299999999,62620.0,2023-10-12 16:44:00,2023-10-12,264.0
2030,264.03,264.04,264.08,264.02,6012526.100000001,22770.0,2023-10-12 16:45:00,2023-10-12,264.04
2031,264.03,264.04,264.06,264.02,6413661.0,24290.0,2023-10-12 16:46:00,2023-10-12,264.04
2032,264.04,263.96,264.06,263.96,7065504.800000001,26760.0,2023-10-12 16:47:00,2023-10-12,263.96
2033,263.99,264.08,264.09,263.99,18314437.7,69360.0,2023-10-12 16:48:00,2023-10-12,264.08
2034,264.09,264.07,264.09,264.03,6538350.8999999985,24760.0,2023-10-12 16:49:00,2023-10-12,264.07
2035,264.07,264.04,264.08,264.03,9271262.399999999,35110.0,2023-10-12 16:50:00,2023-10-12,264.04
2036,264.04,264.01,264.07,263.97,14159726.7,53630.0,2023-10-12 16:51:00,2023-10-12,264.01
2037,264.01,263.94,264.01,263.9,7633291.700000001,28920.0,2023-10-12 16:52:00,2023-10-12,263.94
2038,263.93,263.91,264.0,263.91,13149073.8,49820.0,2023-10-12 16:53:00,2023-10-12,263.91
2039,263.92,263.99,264.06,263.87,18417454.400000002,69780.0,2023-10-12 16:54:00,2023-10-12,263.99
2040,264.0,263.7,264.04,263.69,26308166.700000003,99710.0,2023-10-12 16:55:00,2023-10-12,263.7
2041,263.7,263.8,263.8,263.7,16104335.800000003,61050.0,2023-10-12 16:56:00,2023-10-12,263.8
2042,263.8,263.74,263.8,263.7,5987204.100000001,22700.0,2023-10-12 16:57:00,2023-10-12,263.74
2043,263.75,263.78,263.8,263.73,11128884.0,42190.0,2023-10-12 16:58:00,2023-10-12,263.78
2044,263.79,263.77,263.8,263.76,8385365.800000003,31790.0,2023-10-12 16:59:00,2023-10-12,263.77
2045,263.77,263.78,263.79,263.77,5652768.6,21430.0,2023-10-12 17:00:00,2023-10-12,263.78
2046,263.79,263.87,263.9,263.78,9161440.3,34720.0,2023-10-12 17:01:00,2023-10-12,263.87
2047,263.88,263.88,263.89,263.85,11795166.300000003,44700.0,2023-10-12 17:02:00,2023-10-12,263.88
2048,263.89,263.96,263.96,263.88,8980545.100000001,34030.0,2023-10-12 17:03:00,2023-10-12,263.96
2049,263.96,263.97,263.97,263.95,3801045.400000001,14400.0,2023-10-12 17:04:00,2023-10-12,263.97
2050,263.95,263.97,263.98,263.93,4363362.7,16530.0,2023-10-12 17:05:00,2023-10-12,263.97
2051,263.96,264.0,264.0,263.96,13645696.700000001,51690.0,2023-10-12 17:06:00,2023-10-12,264.0
2052,264.0,264.06,264.06,263.99,5388452.5,20410.0,2023-10-12 17:07:00,2023-10-12,264.06
2053,264.05,264.03,264.06,264.03,2759264.9999999986,10450.0,2023-10-12 17:08:00,2023-10-12,264.03
2054,264.03,263.91,264.03,263.91,10377100.800000003,39310.0,2023-10-12 17:09:00,2023-10-12,263.91
2055,263.94,263.89,263.95,263.87,8970190.4,33990.0,2023-10-12 17:10:00,2023-10-12,263.89
2056,263.9,263.85,263.9,263.85,4324934.600000001,16390.0,2023-10-12 17:11:00,2023-10-12,263.85
2057,263.85,263.81,263.86,263.81,2759840.1999999997,10460.0,2023-10-12 17:12:00,2023-10-12,263.81
2058,263.84,263.8,263.84,263.79,1669909.3999999997,6330.0,2023-10-12 17:13:00,2023-10-12,263.8
2059,263.8,263.82,263.85,263.77,7260046.400000001,27520.0,2023-10-12 17:14:00,2023-10-12,263.82
2060,263.82,263.79,263.83,263.79,5534660.999999999,20980.0,2023-10-12 17:15:00,2023-10-12,263.79
2061,263.79,263.81,263.85,263.71,7301518.499999998,27680.0,2023-10-12 17:16:00,2023-10-12,263.81
2062,263.8,263.83,263.88,263.7,26875658.200000003,101880.0,2023-10-12 17:17:00,2023-10-12,263.83
2063,263.85,263.89,263.9,263.84,3330023.3,12620.0,2023-10-12 17:18:00,2023-10-12,263.89
2064,263.89,263.9,263.9,263.89,3127178.3,11850.0,2023-10-12 17:19:00,2023-10-12,263.9
2065,263.89,263.96,263.97,263.85,12430002.1,47100.0,2023-10-12 17:20:00,2023-10-12,263.96
2066,263.97,264.03,264.04,263.96,7138406.200000002,27040.0,2023-10-12 17:21:00,2023-10-12,264.03
2067,264.03,264.02,264.05,263.96,6845689.199999999,25930.0,2023-10-12 17:22:00,2023-10-12,264.02
2068,264.04,264.06,264.09,263.99,8090569.200000001,30640.0,2023-10-12 17:23:00,2023-10-12,264.06
2069,264.07,264.08,264.09,264.02,6345342.8,24030.0,2023-10-12 17:24:00,2023-10-12,264.08
2070,264.04,264.03,264.1,264.01,26977852.199999996,102160.0,2023-10-12 17:25:00,2023-10-12,264.03
2071,264.03,264.0,264.03,264.0,6584392.3,24940.0,2023-10-12 17:26:00,2023-10-12,264.0
2072,264.01,264.0,264.02,264.0,5034563.300000001,19070.0,2023-10-12 17:27:00,2023-10-12,264.0
2073,263.98,263.81,263.98,263.81,13747986.399999999,52100.0,2023-10-12 17:28:00,2023-10-12,263.81
2074,263.82,263.76,263.84,263.76,4584872.600000001,17380.0,2023-10-12 17:29:00,2023-10-12,263.76
2075,263.77,263.77,263.79,263.7,10810404.999999998,40990.0,2023-10-12 17:30:00,2023-10-12,263.77
2076,263.76,263.84,263.85,263.75,4257633.4,16140.0,2023-10-12 17:31:00,2023-10-12,263.84
2077,263.85,263.89,263.9,263.84,4240483.5,16070.0,2023-10-12 17:32:00,2023-10-12,263.89
2078,263.89,263.88,263.91,263.87,2892225.6000000015,10960.0,2023-10-12 17:33:00,2023-10-12,263.88
2079,263.88,263.9,263.9,263.83,2137406.6000000006,8100.0,2023-10-12 17:34:00,2023-10-12,263.9
2080,263.88,263.88,263.9,263.83,2635970.6999999993,9990.0,2023-10-12 17:35:00,2023-10-12,263.88
2081,263.87,263.82,263.87,263.81,9925154.099999998,37620.0,2023-10-12 17:36:00,2023-10-12,263.82
2082,263.82,263.81,263.82,263.81,2867639.8,10870.0,2023-10-12 17:37:00,2023-10-12,263.81
2083,263.81,263.81,263.82,263.81,5827753.9,22090.0,2023-10-12 17:38:00,2023-10-12,263.81
2084,263.82,263.9,263.9,263.82,4768465.2,18070.0,2023-10-12 17:39:00,2023-10-12,263.9
2085,263.9,263.93,263.93,263.89,2879263.8,10910.0,2023-10-12 17:40:00,2023-10-12,263.93
2086,263.94,263.98,264.0,263.94,4160228.499999999,15760.0,2023-10-12 17:41:00,2023-10-12,263.98
2087,263.97,264.0,264.0,263.97,6874440.700000001,26040.0,2023-10-12 17:42:00,2023-10-12,264.0
2088,264.0,264.0,264.0,263.99,22305286.89999999,84490.0,2023-10-12 17:43:00,2023-10-12,264.0
2089,263.99,264.19,264.2,263.99,47630376.99999996,180350.0,2023-10-12 17:44:00,2023-10-12,264.19
2090,264.19,264.2,264.2,264.17,25431616.8,96260.0,2023-10-12 17:45:00,2023-10-12,264.2
2091,264.2,264.19,264.27,264.19,13864387.999999996,52470.0,2023-10-12 17:46:00,2023-10-12,264.19
2092,264.2,264.0,264.2,263.96,3317243.0,12560.0,2023-10-12 17:47:00,2023-10-12,264.0
2093,264.01,264.06,264.06,263.99,2125336.9000000004,8050.0,2023-10-12 17:48:00,2023-10-12,264.06
2094,264.03,264.07,264.09,264.03,3031370.6000000006,11480.0,2023-10-12 17:49:00,2023-10-12,264.07
2095,264.08,264.06,264.08,264.05,5056785.8,19150.0,2023-10-12 17:50:00,2023-10-12,264.06
2096,264.08,264.09,264.09,264.06,1893451.2999999998,7170.0,2023-10-12 17:51:00,2023-10-12,264.09
2097,264.08,263.97,264.09,263.96,6048935.699999999,22910.0,2023-10-12 17:52:00,2023-10-12,263.97
2098,263.98,263.98,264.11,263.97,19010503.8,72000.0,2023-10-12 17:53:00,2023-10-12,263.98
2099,264.04,263.94,264.04,263.88,14239188.200000001,53950.0,2023-10-12 17:54:00,2023-10-12,263.94
2100,263.97,263.92,263.99,263.78,6203246.1000000015,23510.0,2023-10-12 17:55:00,2023-10-12,263.92
2101,263.92,263.9,263.95,263.89,2143060.8,8120.0,2023-10-12 17:56:00,2023-10-12,263.9
2102,263.93,263.97,263.99,263.82,9122570.200000005,34570.0,2023-10-12 17:57:00,2023-10-12,263.97
2103,263.96,263.85,264.0,263.83,14857316.8,56290.0,2023-10-12 17:58:00,2023-10-12,263.85
2104,263.91,263.97,264.0,263.87,3373458.9,12780.0,2023-10-12 17:59:00,2023-10-12,263.97
2105,263.98,263.96,264.0,263.91,9415662.7,35670.0,2023-10-12 18:00:00,2023-10-12,263.96
2106,263.91,263.99,264.0,263.91,7492066.800000003,28380.0,2023-10-12 18:01:00,2023-10-12,263.99
2107,263.99,263.95,264.0,263.95,2985591.6000000006,11310.0,2023-10-12 18:02:00,2023-10-12,263.95
2108,263.98,263.97,264.0,263.95,4358496.300000001,16510.0,2023-10-12 18:03:00,2023-10-12,263.97
2109,263.97,263.97,264.0,263.96,1898033.4000000006,7190.0,2023-10-12 18:04:00,2023-10-12,263.97
2110,263.96,263.92,264.0,263.92,5284729.300000002,20020.0,2023-10-12 18:05:00,2023-10-12,263.92
2111,263.97,263.99,264.0,263.89,3785389.8999999994,14340.0,2023-10-12 18:06:00,2023-10-12,263.99
2112,263.99,263.92,263.99,263.91,2420363.1999999993,9170.0,2023-10-12 18:07:00,2023-10-12,263.92
2113,263.97,263.97,263.97,263.93,1691942.4999999998,6410.0,2023-10-12 18:08:00,2023-10-12,263.97
2114,263.97,263.96,263.97,263.94,1998165.3999999997,7570.0,2023-10-12 18:09:00,2023-10-12,263.96
2115,263.96,263.94,263.97,263.91,3312304.4999999995,12550.0,2023-10-12 18:10:00,2023-10-12,263.94
2116,263.94,263.94,263.97,263.91,1765715.7000000002,6690.0,2023-10-12 18:11:00,2023-10-12,263.94
2117,263.94,263.95,263.97,263.91,1779017.7000000004,6740.0,2023-10-12 18:12:00,2023-10-12,263.95
2118,263.95,263.95,263.96,263.92,588594.0,2230.0,2023-10-12 18:13:00,2023-10-12,263.95
2119,263.95,263.91,263.95,263.9,4750452.5,18000.0,2023-10-12 18:14:00,2023-10-12,263.91
2120,263.92,263.92,263.94,263.88,3911069.000000001,14820.0,2023-10-12 18:15:00,2023-10-12,263.92
2121,263.91,263.89,263.92,263.84,4027068.1,15260.0,2023-10-12 18:16:00,2023-10-12,263.89
2122,263.91,263.91,263.92,263.84,2815710.5,10670.0,2023-10-12 18:17:00,2023-10-12,263.91
2123,263.92,263.92,263.98,263.84,13528785.3,51260.0,2023-10-12 18:18:00,2023-10-12,263.92
2124,263.92,263.91,263.98,263.87,6783024.8,25700.0,2023-10-12 18:19:00,2023-10-12,263.91
2125,263.95,263.93,263.96,263.84,11699368.700000001,44330.0,2023-10-12 18:20:00,2023-10-12,263.93
2126,263.94,263.91,263.99,263.83,15115343.700000003,57270.0,2023-10-12 18:21:00,2023-10-12,263.91
2127,263.97,263.92,263.98,263.82,15464838.9,58600.0,2023-10-12 18:22:00,2023-10-12,263.92
2128,263.88,263.92,263.98,263.79,29269911.800000016,110910.0,2023-10-12 18:23:00,2023-10-12,263.92
2129,263.96,263.89,263.99,263.76,30361686.00000001,115050.0,2023-10-12 18:24:00,2023-10-12,263.89
2130,263.95,263.84,263.97,263.7,25358625.899999995,96110.0,2023-10-12 18:25:00,2023-10-12,263.84
2131,263.82,263.87,263.98,263.73,33823943.0,128190.0,2023-10-12 18:26:00,2023-10-12,263.87
2132,263.87,263.79,263.98,263.73,34904013.599999994,132280.0,2023-10-12 18:27:00,2023-10-12,263.79
2133,263.8,263.8,263.97,263.72,37730270.099999994,142990.0,2023-10-12 18:28:00,2023-10-12,263.8
2134,263.86,263.96,263.96,263.86,8799647.4,33340.0,2023-10-12 18:29:00,2023-10-12,263.96
2135,263.96,263.95,263.97,263.95,6387778.299999999,24200.0,2023-10-12 18:30:00,2023-10-12,263.95
2136,263.96,263.98,263.98,263.95,5873293.4,22250.0,2023-10-12 18:31:00,2023-10-12,263.98
2137,263.98,263.98,263.98,263.9,12595848.199999996,47720.0,2023-10-12 18:32:00,2023-10-12,263.98
2138,263.97,264.13,264.13,263.95,18838658.399999995,71350.0,2023-10-12 18:33:00,2023-10-12,264.13
2139,264.12,264.09,264.17,264.07,10931731.8,41390.0,2023-10-12 18:34:00,2023-10-12,264.09
2140,264.1,264.05,264.1,264.02,13872174.9,52530.0,2023-10-12 18:35:00,2023-10-12,264.05
2141,264.08,264.01,264.08,264.0,7443415.099999997,28190.0,2023-10-12 18:36:00,2023-10-12,264.01
2142,264.0,264.0,264.01,263.97,6082551.300000002,23040.0,2023-10-12 18:37:00,2023-10-12,264.0
2143,264.0,264.01,264.01,263.99,11209619.299999997,42460.0,2023-10-12 18:38:00,2023-10-12,264.01
2144,264.0,264.02,264.05,264.0,14124170.6,53500.0,2023-10-12 18:39:00,2023-10-12,264.02
2145,263.63,263.63,263.63,263.63,115749387.79999998,439060.0,2023-10-12 18:45:00,2023-10-12,263.63
2146,263.63,263.63,263.63,263.63,1341876.7,5090.0,2023-10-12 18:46:00,2023-10-12,263.63
2147,263.63,263.63,263.63,263.63,1365603.4,5180.0,2023-10-12 18:47:00,2023-10-12,263.63
2148,263.63,263.63,263.63,263.63,996521.4000000001,3780.0,2023-10-12 18:48:00,2023-10-12,263.63
2149,263.63,263.63,263.63,263.63,129178.70000000001,490.0,2023-10-12 18:49:00,2023-10-12,263.63
2150,263.7,263.7,263.7,263.7,414009.0,1570.0,2023-10-12 19:04:00,2023-10-12,263.7
2151,263.71,263.8,263.88,263.64,15831613.60000004,60010.0,2023-10-12 19:05:00,2023-10-12,263.8
2152,263.81,263.73,263.82,263.73,3866897.6000000006,14660.0,2023-10-12 19:06:00,2023-10-12,263.73
2153,263.75,263.73,263.76,263.63,8251351.899999997,31290.0,2023-10-12 19:07:00,2023-10-12,263.73
2154,263.7,263.69,263.73,263.68,1360664.2999999998,5160.0,2023-10-12 19:08:00,2023-10-12,263.69
2155,263.69,263.7,263.7,263.64,3182678.0999999996,12070.0,2023-10-12 19:09:00,2023-10-12,263.7
2156,263.7,263.64,263.7,263.64,1458176.2000000004,5530.0,2023-10-12 19:10:00,2023-10-12,263.64
2157,263.68,263.7,263.76,263.66,5137098.2,19480.0,2023-10-12 19:11:00,2023-10-12,263.7
2158,263.68,263.76,263.76,263.66,4604660.799999999,17460.0,2023-10-12 19:12:00,2023-10-12,263.76
2159,263.74,263.79,263.8,263.74,4861155.7,18430.0,2023-10-12 19:13:00,2023-10-12,263.79
2160,263.79,263.76,263.79,263.76,3537190.2000000007,13410.0,2023-10-12 19:14:00,2023-10-12,263.76
2161,263.76,263.8,263.8,263.76,1216029.1,4610.0,2023-10-12 19:15:00,2023-10-12,263.8
2162,263.8,263.83,263.83,263.79,327129.9,1240.0,2023-10-12 19:16:00,2023-10-12,263.83
2163,263.82,263.83,263.83,263.82,1582934.4,6000.0,2023-10-12 19:17:00,2023-10-12,263.83
2164,263.83,263.81,263.83,263.81,1509050.4999999995,5720.0,2023-10-12 19:18:00,2023-10-12,263.81
2165,263.8,263.76,263.81,263.71,12956256.299999999,49120.0,2023-10-12 19:19:00,2023-10-12,263.76
2166,263.71,263.7,263.76,263.63,1405474.9000000004,5330.0,2023-10-12 19:20:00,2023-10-12,263.7
2167,263.7,263.74,263.78,263.7,3447186.3000000003,13070.0,2023-10-12 19:21:00,2023-10-12,263.74
2168,263.72,263.74,263.74,263.71,1447873.0,5490.0,2023-10-12 19:22:00,2023-10-12,263.74
2169,263.74,263.75,263.75,263.73,1236949.1000000003,4690.0,2023-10-12 19:23:00,2023-10-12,263.75
2170,263.74,263.71,263.75,263.71,891367.6,3380.0,2023-10-12 19:24:00,2023-10-12,263.71
2171,263.71,263.74,263.74,263.67,999442.0000000001,3790.0,2023-10-12 19:25:00,2023-10-12,263.74
2172,263.74,263.66,263.74,263.65,1081112.4,4100.0,2023-10-12 19:26:00,2023-10-12,263.66
2173,263.73,263.74,263.74,263.68,113402.1,430.0,2023-10-12 19:27:00,2023-10-12,263.74
2174,263.73,263.72,263.74,263.72,398231.29999999993,1510.0,2023-10-12 19:28:00,2023-10-12,263.72
2175,263.72,263.71,263.72,263.71,87025.6,330.0,2023-10-12 19:29:00,2023-10-12,263.71
2176,263.7,263.7,263.7,263.69,474658.4,1800.0,2023-10-12 19:30:00,2023-10-12,263.7
